hour,time,WindDayAheadForecastMW,WindIntradayForecastMW,PVDayAheadForecastMW,PVIntradayForecastMW,DayAheadPriceHourlyEURMWh,IntradayPricePriceQuarterHourlyEURMWh,IntradayPriceHourlyEURMWh,ImbalancePriceQuarterHourlyEURMWh
5,5/19/21 5:45,"4 935,00","4 487,00","371,00","412,00","69,79","81,82","66,09","86,01"
6,5/19/21 6:00,"4 907,00","4 488,00","743,00","788,00","82,96","55,79","76,84","-71,71"
6,5/19/21 6:15,"4 714,00","4 315,00","1 228,00","1 273,00","82,96","72,91","76,84","16,35"
6,5/19/21 6:30,"4 510,00","4 068,00","1 856,00","1 849,00","82,96","81,05","76,84","44,26"
6,5/19/21 6:45,"4 287,00","3 851,00","2 553,00","2 597,00","82,96","88,50","76,84","50,42"
7,5/19/21 7:00,"4 053,00","3 797,00","3 319,00","3 455,00","100,21","85,16","103,91","34,67"
7,5/19/21 7:15,"3 790,00","3 621,00","4 149,00","4 404,00","100,21","83,34","103,91","29,72"
7,5/19/21 7:30,"3 497,00","3 342,00","5 105,00","5 433,00","100,21","88,76","103,91","53,95"
7,5/19/21 7:45,"3 215,00","3 029,00","6 136,00","6 617,00","100,21","96,09","103,91","47,05"
8,5/19/21 8:00,"3 027,00","2 678,00","7 134,00","7 768,00","101,82","133,48","102,16","136,53"
8,5/19/21 8:15,"2 915,00","2 423,00","8 177,00","8 938,00","101,82","102,27","102,16","99,30"
8,5/19/21 8:30,"2 844,00","2 329,00","9 228,00","10 116,00","101,82","84,96","102,16","85,40"
8,5/19/21 8:45,"2 807,00","2 307,00","10 266,00","11 123,00","101,82","71,37","102,16","26,05"
9,5/19/21 9:00,"2 815,00","2 404,00","11 296,00","12 195,00","89,32","100,43","81,75","-26,26"
9,5/19/21 9:15,"2 835,00","2 438,00","12 294,00","13 510,00","89,32","80,50","81,75","-4,27"
9,5/19/21 9:30,"2 906,00","2 588,00","13 246,00","14 758,00","89,32","67,86","81,75","71,51"
9,5/19/21 9:45,"2 986,00","2 687,00","14 161,00","15 644,00","89,32","61,87","81,75","61,47"
10,5/19/21 10:00,"3 075,00","2 787,00","15 128,00","16 533,00","84,65","98,88","79,40","-30,95"
10,5/19/21 10:15,"3 163,00","2 943,00","15 989,00","17 626,00","84,65","85,22","79,40","24,59"
10,5/19/21 10:30,"3 255,00","3 079,00","16 824,00","18 709,00","84,65","75,70","79,40","10,73"
10,5/19/21 10:45,"3 334,00","3 212,00","17 585,00","19 404,00","84,65","64,95","79,40","-4,86"
11,5/19/21 11:00,"3 399,00","3 381,00","18 303,00","20 654,00","81,96","80,99","76,66","-6,82"
11,5/19/21 11:15,"3 497,00","3 555,00","18 986,00","21 440,00","81,96","68,13","76,66","10,47"
11,5/19/21 11:30,"3 596,00","3 734,00","19 621,00","21 932,00","81,96","65,79","76,66","8,62"
11,5/19/21 11:45,"3 695,00","3 847,00","20 195,00","23 041,00","81,96","51,32","76,66","5,81"
12,5/19/21 12:00,"3 793,00","4 022,00","20 717,00","23 794,00","77,77","70,38","70,95","139,16"
12,5/19/21 12:15,"3 903,00","4 159,00","21 182,00","24 526,00","77,77","63,07","70,95","63,93"
12,5/19/21 12:30,"4 010,00","4 460,00","21 505,00","24 752,00","77,77","56,69","70,95","86,24"
12,5/19/21 12:45,"4 122,00","4 712,00","21 676,00","24 888,00","77,77","49,72","70,95","81,01"
13,5/19/21 13:00,"4 233,00","5 032,00","21 773,00","24 693,00","70,08","66,42","62,03","103,40"
13,5/19/21 13:15,"4 378,00","5 186,00","21 813,00","24 631,00","70,08","64,08","62,03","132,24"
13,5/19/21 13:30,"4 545,00","5 433,00","21 767,00","24 709,00","70,08","61,09","62,03","-19,11"
13,5/19/21 13:45,"4 749,00","5 715,00","21 629,00","24 023,00","70,08","56,06","62,03","67,81"
14,5/19/21 14:00,"4 949,00","5 973,00","21 419,00","23 709,00","64,00","51,16","56,89","38,61"
14,5/19/21 14:15,"5 098,00","6 017,00","21 083,00","23 311,00","64,00","53,11","56,89","33,30"
14,5/19/21 14:30,"5 237,00","6 242,00","20 630,00","22 946,00","64,00","52,46","56,89","31,16"
14,5/19/21 14:45,"5 368,00","6 526,00","20 094,00","22 947,00","64,00","53,46","56,89","14,15"
15,5/19/21 15:00,"5 458,00","6 837,00","19 565,00","22 362,00","63,55","49,13","56,13","34,79"
15,5/19/21 15:15,"5 544,00","6 844,00","18 985,00","22 249,00","63,55","47,81","56,13","107,75"
15,5/19/21 15:30,"5 582,00","6 797,00","18 321,00","20 660,00","63,55","47,79","56,13","102,41"
15,5/19/21 15:45,"5 602,00","6 789,00","17 574,00","19 633,00","63,55","56,87","56,13","70,30"
16,5/19/21 16:00,"5 617,00","6 548,00","16 779,00","18 881,00","63,87","47,67","58,19","56,80"
16,5/19/21 16:15,"5 621,00","6 667,00","15 943,00","18 336,00","63,87","58,89","58,19","54,84"
16,5/19/21 16:30,"5 620,00","6 531,00","15 065,00","17 224,00","63,87","64,31","58,19","37,88"
16,5/19/21 16:45,"5 624,00","6 431,00","14 128,00","15 637,00","63,87","76,13","58,19","156,16"
17,5/19/21 17:00,"5 699,00","6 343,00","13 114,00","14 858,00","71,00","51,92","66,00","34,62"
17,5/19/21 17:15,"5 569,00","5 758,00","12 057,00","13 245,00","71,00","58,59","66,00","44,10"
17,5/19/21 17:30,"5 435,00","5 477,00","10 970,00","12 461,00","71,00","66,27","66,00","39,04"
17,5/19/21 17:45,"5 284,00","5 248,00","9 791,00","11 264,00","71,00","77,53","66,00","37,35"
18,5/19/21 18:00,"5 135,00","5 219,00","8 595,00","9 566,00","80,60","54,12","75,42","15,09"
18,5/19/21 18:15,"5 002,00","5 054,00","7 422,00","8 389,00","80,60","62,63","75,42","-30,75"
18,5/19/21 18:30,"4 863,00","4 873,00","6 314,00","7 197,00","80,60","75,56","75,42","138,63"
18,5/19/21 18:45,"4 709,00","5 015,00","5 220,00","5 958,00","80,60","88,92","75,42","141,42"
19,5/19/21 19:00,"4 539,00","5 044,00","4 235,00","4 917,00","86,50","64,26","80,83","46,73"
19,5/19/21 19:15,"4 349,00","4 844,00","3 367,00","3 943,00","86,50","77,25","80,83","47,71"
19,5/19/21 19:30,"4 132,00","4 427,00","2 651,00","3 003,00","86,50","84,80","80,83","151,54"
19,5/19/21 19:45,"3 885,00","4 032,00","2 035,00","2 331,00","86,50","86,01","80,83","118,18"
20,5/19/21 20:00,"3 690,00","3 907,00","1 441,00","1 614,00","92,81","80,00","86,93","131,90"
20,5/19/21 20:15,"3 587,00","3 678,00","923,00","1 054,00","92,81","83,18","86,93","-1,71"
20,5/19/21 20:30,"3 534,00","3 731,00","499,00","567,00","92,81","86,18","86,93","33,23"
20,5/19/21 20:45,"3 510,00","3 730,00","195,00","207,00","92,81","81,57","86,93","33,23"
21,5/19/21 21:00,"3 544,00","4 001,00","44,00","47,00","90,01","96,75","86,93","52,71"
21,5/19/21 21:15,"3 573,00","4 089,00","4,00","5,00","90,01","88,72","86,93","58,66"
21,5/19/21 21:30,"3 646,00","4 085,00","0,00","0,00","90,01","86,91","86,93","28,67"
21,5/19/21 21:45,"3 711,00","4 148,00","0,00","0,00","90,01","74,33","86,93","142,32"
22,5/19/21 22:00,"3 750,00","4 187,00","0,00","0,00","87,07","90,53","80,71","133,00"
22,5/19/21 22:15,"3 842,00","4 283,00","0,00","0,00","87,07","82,97","80,71","-25,30"
22,5/19/21 22:30,"3 932,00","4 423,00","0,00","0,00","87,07","82,18","80,71","47,57"
22,5/19/21 22:45,"4 018,00","4 494,00","0,00","0,00","87,07","69,04","80,71","23,17"
23,5/19/21 23:00,"4 102,00","4 806,00","0,00","0,00","80,05","85,81","76,46","56,38"
23,5/19/21 23:15,"4 207,00","4 790,00","0,00","0,00","80,05","75,56","76,46","31,06"
23,5/19/21 23:30,"4 314,00","5 111,00","0,00","0,00","80,05","74,77","76,46","11,30"
23,5/19/21 23:45,"4 415,00","5 268,00","0,00","0,00","80,05","56,96","76,46","10,86"
0,5/20/21 0:00,"4 327,00","5 437,00","0,00","0,00","71,67","74,24","85,71","136,51"
0,5/20/21 0:15,"4 417,00","5 481,00","0,00","0,00","71,67","71,22","85,71","125,75"
0,5/20/21 0:30,"4 521,00","5 468,00","0,00","0,00","71,67","62,39","85,71","92,77"
0,5/20/21 0:45,"4 624,00","5 440,00","0,00","0,00","71,67","57,95","85,71","69,74"
1,5/20/21 1:00,"4 736,00","5 478,00","0,00","0,00","61,67","79,03","63,71","-35,76"
1,5/20/21 1:15,"4 878,00","5 506,00","0,00","0,00","61,67","73,24","63,71","97,19"
1,5/20/21 1:30,"5 051,00","5 584,00","0,00","0,00","61,67","78,61","63,71","35,83"
1,5/20/21 1:45,"5 244,00","5 624,00","0,00","0,00","61,67","64,45","63,71","80,28"
2,5/20/21 2:00,"5 419,00","5 737,00","0,00","0,00","61,90","69,13","61,04","27,34"
2,5/20/21 2:15,"5 548,00","5 764,00","0,00","0,00","61,90","57,17","61,04","25,96"
2,5/20/21 2:30,"5 655,00","5 937,00","0,00","0,00","61,90","57,24","61,04","49,07"
2,5/20/21 2:45,"5 736,00","6 002,00","0,00","0,00","61,90","60,86","61,04","36,70"
3,5/20/21 3:00,"5 795,00","6 046,00","0,00","0,00","59,95","54,19","58,61","46,87"
3,5/20/21 3:15,"5 835,00","6 047,00","0,00","0,00","59,95","54,64","58,61","56,44"
3,5/20/21 3:30,"5 847,00","6 137,00","0,00","0,00","59,95","54,84","58,61","16,93"
3,5/20/21 3:45,"5 858,00","6 259,00","0,00","0,00","59,95","54,97","58,61","30,83"
4,5/20/21 4:00,"5 872,00","6 267,00","0,00","0,00","58,70","61,25","66,45","39,72"
4,5/20/21 4:15,"5 862,00","6 227,00","0,00","0,00","58,70","71,22","66,45","44,51"
4,5/20/21 4:30,"5 854,00","6 249,00","0,00","0,00","58,70","68,32","66,45","43,01"
4,5/20/21 4:45,"5 847,00","6 156,00","0,00","0,00","58,70","66,22","66,45","42,10"
5,5/20/21 5:00,"5 835,00","6 302,00","9,00","7,00","65,79","54,30","67,66","32,20"
5,5/20/21 5:15,"5 734,00","6 272,00","62,00","59,00","65,79","54,63","67,66","31,14"
5,5/20/21 5:30,"5 634,00","6 282,00","215,00","199,00","65,79","59,01","67,66","28,76"
5,5/20/21 5:45,"5 538,00","6 091,00","497,00","481,00","65,79","74,29","67,66","32,62"
6,5/20/21 6:00,"5 455,00","6 017,00","891,00","878,00","79,91","54,84","76,69","178,93"
6,5/20/21 6:15,"5 210,00","5 800,00","1 399,00","1 400,00","79,91","75,77","76,69","214,84"
6,5/20/21 6:30,"4 974,00","5 424,00","2 034,00","1 954,00","79,91","84,03","76,69","211,91"
6,5/20/21 6:45,"4 740,00","5 099,00","2 767,00","2 733,00","79,91","91,32","76,69","207,13"
7,5/20/21 7:00,"4 517,00","4 555,00","3 563,00","3 579,00","90,23","82,86","98,46","207,63"
7,5/20/21 7:15,"4 336,00","4 290,00","4 417,00","4 516,00","90,23","101,78","98,46","53,04"
7,5/20/21 7:30,"4 217,00","3 686,00","5 316,00","5 575,00","90,23","101,91","98,46","55,76"
7,5/20/21 7:45,"4 125,00","3 418,00","6 247,00","6 638,00","90,23","105,45","98,46","154,17"
8,5/20/21 8:00,"4 087,00","3 156,00","7 206,00","7 827,00","94,90","112,73","96,85","145,88"
8,5/20/21 8:15,"4 058,00","3 125,00","8 188,00","8 981,00","94,90","89,28","96,85","37,24"
8,5/20/21 8:30,"4 039,00","3 083,00","9 277,00","10 211,00","94,90","81,41","96,85","-8,29"
8,5/20/21 8:45,"4 027,00","2 918,00","10 346,00","11 400,00","94,90","73,49","96,85","17,63"
9,5/20/21 9:00,"4 041,00","3 038,00","11 391,00","12 325,00","87,78","117,87","86,37","180,68"
9,5/20/21 9:15,"4 064,00","3 160,00","12 405,00","13 432,00","87,78","93,92","86,37","162,45"
9,5/20/21 9:30,"4 113,00","3 447,00","13 421,00","14 461,00","87,78","76,47","86,37","116,15"
9,5/20/21 9:45,"4 166,00","3 553,00","14 420,00","15 448,00","87,78","63,51","86,37","74,17"
10,5/20/21 10:00,"4 216,00","3 789,00","15 428,00","16 622,00","73,05","99,48","76,95","395,39"
10,5/20/21 10:15,"4 349,00","3 888,00","16 405,00","17 716,00","73,05","80,54","76,95","108,02"
